,GeoFips,GeoName,year,MEDINC,MEDVAL,MOE,UMEDVAL,LMEDVAL,PERINC,POP,RPPALL,RPPGOODS,RPPRENT,RPPSOTH,IPD
2153,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2014,49204,171700,763,172463,170937,87010427,1768350,93.7,97.6,87,93.4,96
2154,35100,"New Bern, NC (Metropolitan Statistical Area)",2014,39056,149400,4267,153667,145133,4951413,126778,87.1,91.2,76.9,93.5,89.2
2155,35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2014,50298,250400,1878,252278,248522,43401306,862885,112,107.7,116.2,114,114.7
2156,35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2014,47432,173600,877,174477,172723,59237931,1248905,95.8,97.7,96.1,93.4,98.2
2157,35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2014,63479,400000,800,400800,399200,1223930339,19280929,121.3,109.5,156.1,116,124.2
2158,35660,"Niles, MI (Metropolitan Statistical Area)",2014,40036,130700,2655,133355,128045,6244630,155977,88.7,97.3,66.9,93.4,90.9
2159,35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2014,48666,169000,1555,170555,167445,36364450,747228,98.6,98,108.6,93.4,101
2160,35980,"Norwich-New London, CT (Metropolitan Statistical Area)",2014,51230,247700,2588,250288,245112,13906974,271462,101.7,98.1,110.7,100.7,104.1
2161,36100,"Ocala, FL (Metropolitan Statistical Area)",2014,32634,111500,2623,114123,108877,11030448,338005,90.6,98,75.8,93.4,92.8
2162,36140,"Ocean City, NJ (Metropolitan Statistical Area)",2014,51478,307000,7920,314920,299080,4885629,94907,106.4,101.2,112.1,107.6,109
2163,36220,"Odessa, TX (Metropolitan Statistical Area)",2014,47846,96800,3273,100073,93527,7396421,154588,96.3,98,98.4,93.4,98.7
2164,36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2014,37031,198200,1547,199747,196653,23358099,630767,95.6,95.8,85.6,101.5,97.9
2165,36420,"Oklahoma City, OK (Metropolitan Statistical Area)",2014,44924,133700,852,134552,132848,60029999,1336256,92.1,97.7,79.3,93.4,94.4
2166,36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",2014,44182,241300,2841,244141,238459,11704179,264909,106.7,106.4,113.2,103.8,109.4
2167,36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",2014,52044,145900,688,146588,145212,47013108,903335,93.6,97.2,86.3,93.3,95.9
2168,36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2014,37324,156100,977,157077,155123,86755807,2324391,97.7,98,104,93.4,100.1
2169,36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",2014,41579,142100,2180,144280,139920,7040261,169324,91.1,97.3,75.5,93.4,93.3
2170,36980,"Owensboro, KY (Metropolitan Statistical Area)",2014,38842,109100,2771,111871,106329,4526204,116529,87.6,97.3,62.4,93.4,89.8
2171,37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2014,53064,444800,2527,447327,442273,44695387,842297,116.8,101.8,173.2,106.1,119.6
2172,37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",2014,39232,138500,2223,140723,136277,21795383,555548,95,98,92.2,93.4,97.3
2173,37460,"Panama City, FL (Metropolitan Statistical Area)",2014,38791,155000,2982,157982,152018,6916093,178289,94.7,97,92.5,93.6,97
2174,37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",2014,37631,103400,3117,106517,100283,3471769,92259,84.7,97.7,53.9,93.4,86.8
2175,37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",2014,38107,137200,2172,139372,135028,17934217,470628,93.4,98,85.7,93.4,95.6
2176,37900,"Peoria, IL (Metropolitan Statistical Area)",2014,43898,129900,1871,131771,128029,18238830,415479,91.2,97.2,74.7,93.3,93.5
2177,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",2014,55894,237600,788,238388,236812,337957214,6046382,106.1,101.2,112.2,107.6,108.7
2178,38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",2014,39964,170200,711,170911,169489,179398666,4488970,97.1,97.4,97.2,96.6,99.5
2179,38220,"Pine Bluff, AR (Metropolitan Statistical Area)",2014,31257,79000,2819,81819,76181,2965681,94882,83.9,97,52.7,93.5,85.9
2180,38300,"Pittsburgh, PA (Metropolitan Statistical Area)",2014,49156,128100,765,128865,127335,115820957,2356189,94.4,98,78.4,98.3,96.7
2181,38340,"Pittsfield, MA (Metropolitan Statistical Area)",2014,48359,204100,4795,208895,199305,6231376,128856,96.3,98.1,86.7,100.7,98.6
2182,38540,"Pocatello, ID (Metropolitan Statistical Area)",2014,33003,143800,3254,147054,140546,3011992,91265,90.3,99.4,71.9,94.4,92.5
2183,38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",2014,48410,232500,2022,234522,230478,25366411,523989,101.8,98.4,109.5,101.3,104.2
2184,38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",2014,47266,264200,1258,265458,262942,110791572,2343994,100.8,99.1,113,97.5,103.2
2185,38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",2014,46614,140400,3103,143503,137297,20657591,443164,95.7,98,95.1,93.4,98
2186,39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",2014,47428,253900,1270,255170,252630,76408166,1611026,99.8,98.7,98.4,102,102.3
2187,39340,"Provo-Orem, UT (Metropolitan Statistical Area)",2014,33180,221100,1723,222823,219377,18947818,571059,97,95.5,92.1,101.9,99.4
2188,39380,"Pueblo, CO (Metropolitan Statistical Area)",2014,33970,137600,2622,140222,134978,5481218,161356,91.8,95.5,71.8,102,94
2189,39460,"Punta Gorda, FL (Metropolitan Statistical Area)",2014,36611,140900,4021,144921,136879,6152117,168041,94.7,98,91.2,93.4,97
2190,39540,"Racine, WI (Metropolitan Statistical Area)",2014,42596,167300,2097,169397,165203,8297153,194786,93.7,95.3,85.9,95.5,96
2191,39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",2014,47733,206600,1920,208520,204680,59246208,1241189,95.8,98,95.5,93.4,98.1
2192,39660,"Rapid City, SD (Metropolitan Statistical Area)",2014,44925,157300,2449,159749,154851,6030301,134231,92.1,96.3,82.8,92.7,94.3
2193,39740,"Reading, PA (Metropolitan Statistical Area)",2014,43091,169200,1606,170806,167594,17863904,414559,96.9,98.1,89.1,100.7,99.3
2194,39820,"Redding, CA (Metropolitan Statistical Area)",2014,39690,213700,4143,217843,209557,7098384,178844,97.8,95.5,96.2,102,100.2
2195,39900,"Reno, NV (Metropolitan Statistical Area)",2014,46204,200800,3049,203849,197751,20334744,440110,98.8,95.5,100.7,101.9,101.2
2196,40060,"Richmond, VA (Metropolitan Statistical Area) *",2014,49719,214900,1187,216087,213713,61403386,1235006,96,97.8,97.1,93.4,98.4
2197,40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2014,34628,231800,1262,233062,230538,152895111,4415343,107.5,101.8,118.8,106.1,110.1
2198,40220,"Roanoke, VA (Metropolitan Statistical Area) *",2014,41986,169400,1622,171022,167778,13130846,312747,90.9,97.1,77,93.5,93.2
2199,40340,"Rochester, MN (Metropolitan Statistical Area)",2014,47673,166600,1260,167860,165340,10138080,212659,93.5,96.2,88.3,92.6,95.7
2200,40380,"Rochester, NY (Metropolitan Statistical Area)",2014,44071,130900,856,131756,130044,47600486,1080094,98.5,98.1,95.5,100.7,100.9
2201,40420,"Rockford, IL (Metropolitan Statistical Area)",2014,38609,123500,1443,124943,122057,13220046,342409,90.8,97.3,74.9,93.4,93
2202,40580,"Rocky Mount, NC (Metropolitan Statistical Area)",2014,35344,100600,3252,103852,97348,5268555,149066,85.9,98,56.6,93.4,88
2203,40660,"Rome, GA (Metropolitan Statistical Area)",2014,34001,117500,4491,121991,113009,3259604,95868,80.8,91.2,58.8,93.5,82.7
2204,40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",2014,48293,275100,1248,276348,273852,107965573,2235640,102,95.5,118.5,102,104.5
2205,40980,"Saginaw, MI (Metropolitan Statistical Area)",2014,34167,94800,1710,96510,93090,6671107,195248,89,97.3,67.1,93.4,91.1
2206,41060,"St. Cloud, MN (Metropolitan Statistical Area)",2014,41787,164100,1294,165394,162806,8069353,193109,93,97.3,83.9,93.4,95.2
2207,41100,"St. George, UT (Metropolitan Statistical Area)",2014,31167,209500,5191,214691,204309,4708745,151081,94.7,99.4,88.4,94.4,97
2208,41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",2014,35529,110400,2407,112807,107993,4521406,127261,88.2,96.9,66.1,93,90.3
2209,41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",2014,48023,156900,608,157508,156292,134629346,2803430,90.9,94.3,83.5,91.4,93.2
2210,41420,"Salem, OR (Metropolitan Statistical Area)",2014,36046,191100,2347,193447,188753,14493699,402092,94.8,99.1,82.2,97.5,97.1
2211,41500,"Salinas, CA (Metropolitan Statistical Area)",2014,48529,362100,6724,368824,355376,20793265,428475,107.7,95.5,153,102,110.3
2212,41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",2014,42739,213600,3282,216882,210318,16615437,388766,89.7,91.2,84.1,93.5,91.9
2213,41620,"Salt Lake City, UT (Metropolitan Statistical Area)",2014,43016,227700,1319,229019,226381,49531185,1151447,99.3,95.6,103.9,101.7,101.8
2214,41660,"San Angelo, TX (Metropolitan Statistical Area)",2014,44566,102300,4113,106413,98187,5313686,119233,93.2,97.9,83.6,93.4,95.4
2215,41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2014,42559,134600,1053,135653,133547,99115825,2328894,94.3,97.7,89.4,93.4,96.6
2216,41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",2014,52214,412800,2320,415120,410480,169638087,3248877,115.8,100.4,163.8,105.6,118.7
2217,41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2014,76355,592000,2430,594430,589570,350086443,4584981,123.7,110.9,183,111,126.7
2218,41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",2014,78001,654800,2948,657748,651852,152068950,1949578,125.7,110.6,200.5,110.8,128.7
2219,42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",2014,48690,426200,6653,432853,419547,13546769,278227,106.6,95.5,146.4,102,109.2
2220,42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2014,56537,559500,7728,567228,551772,15313560,270861,124.2,110.9,173.8,111,127.2
2221,42140,"Santa Fe, NM (Metropolitan Statistical Area)",2014,50572,272700,5514,278214,267186,7473614,147782,99.4,95.5,104.4,102,101.9
2222,42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2014,53772,446500,11897,458397,434603,23608278,439045,108.7,95.5,166.2,102,111.4
2223,42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",2014,51550,414500,4921,419421,409579,25701006,498560,120.4,110.9,152.9,111,123.3
2224,42340,"Savannah, GA (Metropolitan Statistical Area)",2014,41455,168600,1707,170307,166893,15391089,371275,94.2,98,88.7,93.4,96.5
2225,42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",2014,40000,132500,1432,133932,131068,22405645,560146,92.4,98.1,71.6,100.7,94.6
2226,42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",2014,60831,315700,1481,317181,314219,223562420,3675160,109.3,106.4,129.3,103.8,112
2227,42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2014,66464,156300,3626,159926,152674,9600373,144445,90.9,91.2,87.8,93.5,93.1
2228,42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2014,30737,87700,2824,90524,84876,3030199,98584,84.8,91.2,71.8,93.5,86.8
2229,43100,"Sheboygan, WI (Metropolitan Statistical Area)",2014,45512,150800,2557,153357,148243,5233074,114982,91.2,97.3,74.8,93.4,93.4
2230,43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",2014,37946,105800,3225,109025,102575,4690074,123599,90.9,98,74.5,93.4,93.1
2231,43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",2014,45366,122700,1907,124607,120793,18352090,404534,90.3,97.7,73.1,93.4,92.5
2232,43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2014,35828,141300,4481,145781,136819,4561348,127314,91.3,99.4,76.5,94.4,93.5
2233,43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",2014,43141,108200,2230,110430,105970,6194640,143590,88.9,95.8,67.2,92.4,91.1
2234,43620,"Sioux Falls, SD (Metropolitan Statistical Area)",2014,51508,157600,1353,158953,156247,12677699,246133,92.3,97.2,80.5,93.3,94.6
2235,43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",2014,40681,114700,1590,116290,113110,12993802,319410,89.7,96.8,72.4,93,91.9
2236,43900,"Spartanburg, SC (Metropolitan Statistical Area)",2014,38171,117700,2143,119843,115557,11183423,292981,87.6,97.6,64,93.4,89.7
2237,44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",2014,39602,181100,1752,182852,179348,20843860,526336,95.4,96.1,84.8,100.8,97.7
2238,44100,"Springfield, IL (Metropolitan Statistical Area)",2014,43394,126900,2175,129075,124725,9186259,211692,91.6,97.3,74.5,93.4,93.8
2239,44140,"Springfield, MA (Metropolitan Statistical Area)",2014,45241,214000,1726,215726,212274,31744432,701671,97.7,98.1,92.6,100.7,100.1
2240,44180,"Springfield, MO (Metropolitan Statistical Area)",2014,36011,128100,1597,129697,126503,16260938,451556,88.1,97.1,66.9,93.2,90.2
2241,44220,"Springfield, OH (Metropolitan Statistical Area)",2014,36113,104200,2014,106214,102186,4922597,136311,87.8,97.3,63.3,93.4,90
2242,44300,"State College, PA (Metropolitan Statistical Area)",2014,41368,193500,5104,198604,188396,6604536,159653,103.4,98.1,119.6,100.7,106
2243,44420,"Staunton, VA (Metropolitan Statistical Area) *",2014,39554,185400,3930,189330,181470,4725516,119469,88.8,91.2,81.1,93.5,90.9
2244,44700,"Stockton, CA (Metropolitan Statistical Area)",2014,37651,211300,2772,214072,208528,26791397,711579,100,95.5,106.7,102,102.4
2245,44940,"Sumter, SC (Metropolitan Statistical Area)",2014,33118,108300,3680,111980,104620,4698720,141877,87.2,98,64.4,93.4,89.4
2246,45060,"Syracuse, NY (Metropolitan Statistical Area)",2014,42623,124400,874,125274,123526,28134800,660085,96.4,98.1,86.3,100.7,98.7
2247,45220,"Tallahassee, FL (Metropolitan Statistical Area)",2014,37058,164600,2131,166731,162469,13909855,375356,94.1,97.5,89.4,93.4,96.4
2248,45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",2014,41445,141900,914,142814,140986,121324760,2927395,99.9,96.4,103.5,101.9,102.4
2249,45460,"Terre Haute, IN (Metropolitan Statistical Area)",2014,33701,87600,1272,88872,86328,6343808,188240,87.1,97,62.5,93.1,89.2
2250,45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",2014,33908,94300,2455,96755,91845,5060072,149229,87.4,96.8,60.8,93.6,89.5
2251,45540,"The Villages, FL (Metropolitan Statistical Area)",2014,38618,199500,5357,204857,194143,4334341,112236,90.5,91.2,87.9,93.5,92.7
2252,45780,"Toledo, OH (Metropolitan Statistical Area)",2014,41140,115900,1198,117098,114702,26626809,647228,89.1,97.3,67.4,93.4,91.3
2253,45820,"Topeka, KS (Metropolitan Statistical Area)",2014,40690,118700,1596,120296,117104,9509957,233717,89.3,96.6,70.4,92.8,91.4
2254,45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",2014,62033,280400,3655,284055,276745,22884552,368909,111.5,102.4,122.4,114.6,114.2
2255,46060,"Tucson, AZ (Metropolitan Statistical Area)",2014,38038,161700,1163,162863,160537,38198450,1004229,96.7,95.5,91.1,102,99.1
2256,46140,"Tulsa, OK (Metropolitan Statistical Area)",2014,59420,129100,979,130079,128121,57602524,969421,91,97.8,74.4,93.4,93.2
2257,46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",2014,34572,143200,2677,145877,140523,8538838,246988,88.2,96.7,65.6,93.6,90.4
2258,46300,"Twin Falls, ID (Metropolitan Statistical Area)",2014,35968,148000,3636,151636,144364,3737470,103912,(NA),(NA),(NA),(NA),(NA)
2259,46340,"Tyler, TX (Metropolitan Statistical Area)",2014,51196,126400,3519,129919,122881,11244829,219642,93.7,98,86.2,93.4,96
2260,46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",2014,50997,564400,4237,568637,560163,50354664,987414,124.5,113.4,177.9,107.9,127.6
2261,46540,"Utica-Rome, NY (Metropolitan Statistical Area)",2014,38267,107800,1346,109146,106454,11326380,295982,93.9,98.1,75.9,100.7,96.2
2262,46660,"Valdosta, GA (Metropolitan Statistical Area)",2014,31785,121800,3349,125149,118451,4559043,143433,82.5,91.2,64.6,93.5,84.5
2263,46700,"Vallejo, CA (Metropolitan Statistical Area)",2014,42593,263600,3263,266863,260337,18272859,429006,117.2,110.9,136.1,111,120.1
2264,47020,"Victoria, TX (Metropolitan Statistical Area)",2014,45799,115900,3340,119240,112560,4513360,98548,93.4,97.6,84.9,93.4,95.7
2265,47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",2014,35526,165700,2472,168172,163228,5542374,156009,101,101.2,92,107.6,103.5
2266,47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",2014,44793,235900,1029,236929,234871,78429675,1750937,98.3,97.9,106.9,93.4,100.7
2267,47300,"Visalia, CA (Metropolitan Statistical Area)",2014,36312,161000,2047,163047,158953,16527115,455138,95,95.5,83.5,102,97.3
2268,47380,"Waco, TX (Metropolitan Statistical Area)",2014,35555,108000,2445,110445,105555,9257603,260376,91.3,97.2,76.5,93.5,93.5
2269,47460,"Walla Walla, WA (Metropolitan Statistical Area)",2014,39556,189100,7017,196117,182083,2353961,59510,93.3,99.5,81.6,94.2,95.6
2270,47580,"Warner Robins, GA (Metropolitan Statistical Area)",2014,37471,128400,3277,131677,125123,6584218,175717,89.7,97.3,70.9,93.5,91.9
2271,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",2014,63278,373300,922,374222,372378,381692068,6031945,119.3,105.7,170.4,110.4,122.2
2272,47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",2014,41102,129300,2201,131501,127099,7005768,170450,90.9,96.5,76.7,92.8,93.1
2273,48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",2014,42846,135200,4452,139652,130748,5054577,117971,99.2,98.1,99,100.7,101.6
2274,48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",2014,43132,142900,1890,144790,141010,7040917,163241,91.2,97.3,73.9,93.4,93.5
2275,48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",2014,35492,85300,1430,86730,83870,4312526,121507,86.1,97.3,55.8,93.4,88.2
2276,48300,"Wenatchee, WA (Metropolitan Statistical Area)",2014,41616,227900,5520,233420,222380,4739796,113894,95.6,99.4,91.2,94.4,98
2277,48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",2014,39272,92600,2305,94905,90295,5693150,144968,85.6,98,54.8,93.4,87.7
2278,48620,"Wichita, KS (Metropolitan Statistical Area)",2014,48596,122800,1266,124066,121534,30752232,632810,90.3,97.1,72.1,93.3,92.5
2279,48660,"Wichita Falls, TX (Metropolitan Statistical Area)",2014,42496,89000,1572,90572,87428,6453771,151867,90.7,97.6,75,93.4,93
2280,48700,"Williamsport, PA (Metropolitan Statistical Area)",2014,39811,134600,2306,136906,132294,4629602,116290,94.1,98.1,78.8,100.7,96.4
2281,48900,"Wilmington, NC (Metropolitan Statistical Area)",2014,39043,199000,4070,203070,194930,10614264,271863,94.8,97.2,92.7,93.5,97.1
2282,49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",2014,41075,204300,4284,208584,200016,5484592,133526,91.4,91.2,89.3,93.5,93.6
2283,49180,"Winston-Salem, NC (Metropolitan Statistical Area)",2014,39649,141900,1275,143175,140625,25900406,653250,89.6,98,69.4,93.4,91.8
2284,49340,"Worcester, MA-CT (Metropolitan Statistical Area)",2014,48152,247200,1586,248786,245614,44891417,932278,103.9,101,104.6,106.6,106.4
2285,49420,"Yakima, WA (Metropolitan Statistical Area)",2014,37960,157900,2298,160198,155602,9371247,246870,94.6,95.5,80.3,102,96.9
2286,49620,"York-Hanover, PA (Metropolitan Statistical Area)",2014,42928,170900,1362,172262,169538,18908619,440475,97.1,98.1,89.4,100.7,99.5
2287,49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",2014,37631,98600,852,99452,97748,20811376,553039,88.3,97.5,62.8,94.9,90.5
2288,49700,"Yuba City, CA (Metropolitan Statistical Area)",2014,37220,179100,4350,183450,174750,6264491,168311,98.2,95.5,97.7,102,100.6
2289,49740,"Yuma, AZ (Metropolitan Statistical Area) *",2014,29353,113500,2452,115952,111048,5989668,204054,92.9,95.5,76.2,102,95.2
2290,10180,"Abilene, TX (Metropolitan Statistical Area)",2013,39020,89000,2139,91139,86861,6534805,167473,90.9,96.8,75.7,94,91.8
2291,10420,"Akron, OH (Metropolitan Statistical Area)",2013,41800,139100,1221,140321,137879,29411698,703621,89.6,95.3,78.2,89.6,90.4
2292,10500,"Albany, GA (Metropolitan Statistical Area)",2013,33089,106300,2818,109118,103482,5051615,152667,84.4,96.7,55.8,94.1,85.2
2293,10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",2013,34009,173600,3291,176891,170309,4026793,118405,93.7,98.8,85.3,94.2,94.6
2294,10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2013,48379,197500,1281,198781,196219,42431719,877065,99.6,98.1,104.4,98.8,100.6
2295,10740,"Albuquerque, NM (Metropolitan Statistical Area) *",2013,35354,179100,1683,180783,177417,31993265,904953,97.4,96.4,90.8,102.7,98.4
2296,10780,"Alexandria, LA (Metropolitan Statistical Area)",2013,38405,114300,3097,117397,111203,5938294,154623,87.9,97,64.7,94,88.8
2297,10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",2013,44750,207000,1657,208657,205343,36951573,825731,100.4,98.7,102,101.4,101.3
2298,11020,"Altoona, PA (Metropolitan Statistical Area)",2013,38099,106500,2434,108934,104066,4794185,125836,90.4,98.1,63.8,98.8,91.2
2299,11100,"Amarillo, TX (Metropolitan Statistical Area)",2013,40645,116800,1987,118787,114813,10522802,258896,93.1,97.3,83,94,93.9
2300,11180,"Ames, IA (Metropolitan Statistical Area)",2013,38615,162200,2957,165157,159243,4640000,120161,90.2,92.5,87.7,89.6,91.1
2301,11260,"Anchorage, AK (Metropolitan Statistical Area)",2013,54543,264300,2121,266421,262179,21654641,397022,108.4,102.3,144.2,100.7,109.4
2302,11460,"Ann Arbor, MI (Metropolitan Statistical Area)",2013,47645,198400,2730,201130,195670,16963525,356040,101.5,99,113.4,99.5,102.5
2303,11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",2013,32028,100600,3608,104208,96992,3730360,116471,85.1,97.5,54.2,94,85.9
2304,11540,"Appleton, WI (Metropolitan Statistical Area)",2013,42698,157800,1836,159636,155964,9819571,229978,93,97.8,80.6,93.6,93.9
2305,11700,"Asheville, NC (Metropolitan Statistical Area)",2013,36320,182100,2712,184812,179388,15828039,435795,92.6,95.7,85.7,94.1,93.5
2306,12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",2013,32446,163100,2240,165340,160860,6410966,197590,91.8,97.2,80,94,92.6
2307,12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",2013,41810,170400,698,171098,169702,230395527,5510530,96,98.5,92.4,95.7,97
2308,12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",2013,42459,237400,2858,240258,234542,11647180,274314,106.7,102.2,111.8,107.8,107.7
2309,12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",2013,31909,146900,4872,151772,142028,4844011,151809,87,91.4,75,94,87.8
2310,12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",2013,34986,124700,1763,126463,122937,20285240,579802,89.7,97.1,70.9,94,90.6
2311,12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",2013,47233,192000,1286,193286,190714,88954305,1883315,98.6,97.5,110.7,94,99.6
2312,12540,"Bakersfield, CA (Metropolitan Statistical Area)",2013,35281,161700,1699,163399,160001,30412531,862000,98.1,96.4,94,102.7,99.1
2313,12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",2013,52214,281400,1044,282444,280356,144540375,2768233,107.3,102.5,116.9,105.8,108.4
2314,12620,"Bangor, ME (Metropolitan Statistical Area)",2013,35182,137700,2729,140429,134971,5390675,153222,97.2,98.1,93.3,98.8,98.1
2315,12700,"Barnstable Town, MA (Metropolitan Statistical Area)",2013,59053,366700,3489,370189,363211,12667996,214518,102.1,98.1,116,98.8,103.1
2316,12940,"Baton Rouge, LA (Metropolitan Statistical Area)",2013,41628,158100,1354,159454,156746,35050425,841986,93,96.4,85,94.1,93.8
2317,12980,"Battle Creek, MI (Metropolitan Statistical Area)",2013,34137,98300,1788,100088,96512,4600038,134751,90.8,97.8,73.5,93.6,91.7
2318,13020,"Bay City, MI (Metropolitan Statistical Area)",2013,35287,93800,1869,95669,91931,3768444,106794,89.8,97.8,68.3,93.6,90.6
2319,13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",2013,37467,95200,1430,96630,93770,14656804,391195,90.6,97.1,72,94.1,91.4
2320,13220,"Beckley, WV (Metropolitan Statistical Area)",2013,33515,84100,2046,86146,82054,4167737,124356,77.4,91.4,48.5,94,78.1
2321,13380,"Bellingham, WA (Metropolitan Statistical Area)",2013,40411,277000,4504,281504,272496,8327605,206073,100.4,96.4,105.2,102.8,101.3
2322,13460,"Bend, OR (Metropolitan Statistical Area)",2013,41171,249500,7711,257211,241789,6805466,165299,96.1,98.8,94.3,94.2,97
2323,13740,"Billings, MT (Metropolitan Statistical Area)",2013,44137,182000,2330,184330,179670,7651979,173367,97.4,96.5,90.4,102.3,98.3
2324,13780,"Binghamton, NY (Metropolitan Statistical Area)",2013,38245,108000,1736,109736,106264,9485515,248017,95.2,98.1,84.2,98.8,96.1
2325,13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",2013,42461,143400,1415,144815,141985,45556037,1072882,89.8,97.2,70.3,94,90.7
2326,13900,"Bismarck, ND (Metropolitan Statistical Area)",2013,52366,164000,2122,166122,161878,6244114,119240,93.2,97.5,82.5,93.5,94.1
2327,13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",2013,31722,158200,3225,161425,154975,5241762,165240,89,91.4,79,94.1,89.9
2328,14010,"Bloomington, IL (Metropolitan Statistical Area)",2013,43598,152800,2145,154945,150655,7631307,175037,93.7,97.1,86.4,93.2,94.6
2329,14020,"Bloomington, IN (Metropolitan Statistical Area)",2013,33424,147500,3413,150913,144087,5455509,163221,95.5,97.3,95.8,93.3,96.4
2330,14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",2013,38424,139700,3206,142906,136494,3288807,85592,92.5,98.1,73.8,98.8,93.4
2331,14260,"Boise City, ID (Metropolitan Statistical Area)",2013,37596,166300,1441,167741,164859,24408039,649224,95.3,96.5,80.9,102.5,96.2
2332,14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2013,62416,362400,843,363243,361557,293535282,4702877,110.1,100.8,140,107.4,111.1
