"GEO_ID","NAME","S2001_C01_001E","S2001_C01_001M","S2001_C01_002E","S2001_C01_002M","S2001_C01_003E","S2001_C01_003M","S2001_C01_004E","S2001_C01_004M","S2001_C01_005E","S2001_C01_005M","S2001_C01_006E","S2001_C01_006M","S2001_C01_007E","S2001_C01_007M","S2001_C01_008E","S2001_C01_008M","S2001_C01_009E","S2001_C01_009M","S2001_C01_010E","S2001_C01_010M","S2001_C01_011E","S2001_C01_011M","S2001_C01_012E","S2001_C01_012M","S2001_C01_013E","S2001_C01_013M","S2001_C01_014E","S2001_C01_014M","S2001_C01_015E","S2001_C01_015M","S2001_C01_016E","S2001_C01_016M","S2001_C01_017E","S2001_C01_017M","S2001_C01_018E","S2001_C01_018M","S2001_C01_019E","S2001_C01_019M","S2001_C01_020E","S2001_C01_020M","S2001_C01_021E","S2001_C01_021M","S2001_C02_001E","S2001_C02_001M","S2001_C02_002E","S2001_C02_002M","S2001_C02_003E","S2001_C02_003M","S2001_C02_004E","S2001_C02_004M","S2001_C02_005E","S2001_C02_005M","S2001_C02_006E","S2001_C02_006M","S2001_C02_007E","S2001_C02_007M","S2001_C02_008E","S2001_C02_008M","S2001_C02_009E","S2001_C02_009M","S2001_C02_010E","S2001_C02_010M","S2001_C02_011E","S2001_C02_011M","S2001_C02_012E","S2001_C02_012M","S2001_C02_013E","S2001_C02_013M","S2001_C02_014E","S2001_C02_014M","S2001_C02_015E","S2001_C02_015M","S2001_C02_016E","S2001_C02_016M","S2001_C02_017E","S2001_C02_017M","S2001_C02_018E","S2001_C02_018M","S2001_C02_019E","S2001_C02_019M","S2001_C02_020E","S2001_C02_020M","S2001_C02_021E","S2001_C02_021M","S2001_C03_001E","S2001_C03_001M","S2001_C03_002E","S2001_C03_002M","S2001_C03_003E","S2001_C03_003M","S2001_C03_004E","S2001_C03_004M","S2001_C03_005E","S2001_C03_005M","S2001_C03_006E","S2001_C03_006M","S2001_C03_007E","S2001_C03_007M","S2001_C03_008E","S2001_C03_008M","S2001_C03_009E","S2001_C03_009M","S2001_C03_010E","S2001_C03_010M","S2001_C03_011E","S2001_C03_011M","S2001_C03_012E","S2001_C03_012M","S2001_C03_013E","S2001_C03_013M","S2001_C03_014E","S2001_C03_014M","S2001_C03_015E","S2001_C03_015M","S2001_C03_016E","S2001_C03_016M","S2001_C03_017E","S2001_C03_017M","S2001_C03_018E","S2001_C03_018M","S2001_C03_019E","S2001_C03_019M","S2001_C03_020E","S2001_C03_020M","S2001_C03_021E","S2001_C03_021M"
"0400000US42","Pennsylvania","6805451","11319","29618","122","4034982","9587","2.0","0.1","3.6","0.1","14.2","0.1","18.8","0.1","22.7","0.1","15.3","0.1","6.0","0.1","8.3","0.1","9.2","0.1","(X)","(X)","54476","201","34670","129","20484","206","27665","158","33815","151","47289","228","63230","381","15.2","(X)","3554819","6875","36024","146","2331416","6700","1.8","0.1","2.6","0.1","10.7","0.2","15.9","0.2","22.5","0.2","16.9","0.2","6.8","0.1","10.0","0.1","12.7","0.1","47019","173","62465","277","41829","137","25066","340","34612","224","41731","198","58081","513","79207","903","(X)","(X)","3250632","7966","23507","117","1703566","7018","2.2","0.1","4.8","0.1","19.0","0.2","22.9","0.2","22.9","0.2","13.1","0.2","4.8","0.1","5.8","0.1","4.5","0.1","35569","140","43542","186","27747","139","14665","249","21525","110","27950","183","38725","328","52955","379","(X)","(X)"
"0400000US44","Rhode Island","591423","2862","31002","287","335737","3018","1.6","0.2","3.0","0.2","12.0","0.4","17.5","0.5","22.4","0.5","16.1","0.4","7.0","0.3","10.3","0.4","10.0","0.4","(X)","(X)","56812","638","37450","442","22249","740","30273","500","35708","496","50212","786","65726","1183","18.0","(X)","300844","1587","37258","560","192165","1961","1.6","0.2","2.6","0.3","9.1","0.5","14.6","0.6","21.7","0.6","17.4","0.6","7.5","0.4","12.0","0.5","13.5","0.5","50218","547","63767","841","44374","513","27916","1170","37439","866","43044","854","60312","1369","77261","2344","(X)","(X)","290579","2049","25607","348","143572","1989","1.6","0.2","3.5","0.4","15.7","0.7","21.5","0.8","23.3","0.8","14.5","0.6","6.4","0.5","8.1","0.5","5.4","0.4","39337","570","47504","721","31164","361","17367","711","23467","761","30670","472","41512","673","57837","1950","(X)","(X)"
"0400000US45","South Carolina","2338795","6217","26226","150","1419096","6360","2.3","0.1","5.2","0.1","19.2","0.3","21.1","0.3","21.9","0.3","13.2","0.2","4.6","0.1","6.3","0.1","6.3","0.1","(X)","(X)","46844","321","30860","134","18116","375","25600","218","31057","182","42192","318","52373","455","18.1","(X)","1214054","3732","31323","199","805339","4250","2.0","0.1","3.9","0.2","15.5","0.4","18.5","0.4","22.1","0.4","15.0","0.4","5.6","0.2","8.2","0.2","9.1","0.2","41147","268","53949","472","36645","271","21268","297","31106","282","38595","555","53605","663","64716","1128","(X)","(X)","1124741","3948","21709","142","613757","4215","2.6","0.1","6.8","0.3","24.1","0.5","24.6","0.4","21.5","0.3","10.7","0.3","3.2","0.1","3.8","0.2","2.6","0.1","31413","147","37521","266","25597","163","14033","428","20618","220","25832","207","34730","565","46583","693","(X)","(X)"
"0400000US46","South Dakota","469459","1817","25508","218","286274","2049","3.2","0.2","4.7","0.3","19.3","0.5","25.0","0.5","23.1","0.4","11.4","0.3","3.7","0.3","4.5","0.2","5.0","0.2","(X)","(X)","43690","484","30049","218","19355","1166","25271","309","29122","476","36891","463","49501","2010","12.2","(X)","246915","1330","30579","251","164979","1469","3.0","0.2","3.5","0.3","14.4","0.5","22.1","0.6","24.9","0.6","13.8","0.5","4.8","0.4","6.1","0.3","7.4","0.3","38238","448","50697","795","35120","346","22680","1454","30635","406","34732","543","45237","1139","59213","2989","(X)","(X)","222544","1145","21041","235","121295","1269","3.5","0.3","6.4","0.5","26.0","0.9","28.8","0.9","20.7","0.6","8.2","0.4","2.2","0.2","2.4","0.2","1.8","0.2","29656","323","34160","470","24845","338","14082","1298","20332","322","24165","483","31833","437","41120","1043","(X)","(X)"
"0400000US47","Tennessee","3255899","7958","26372","86","1961435","7028","2.2","0.1","5.0","0.1","18.9","0.2","21.4","0.2","21.6","0.2","12.8","0.2","4.7","0.1","6.2","0.1","7.1","0.1","(X)","(X)","48407","249","30754","97","18105","292","25293","128","31136","137","43423","315","54189","511","15.1","(X)","1708490","5021","31329","140","1122879","5047","2.0","0.1","3.7","0.1","15.3","0.2","19.2","0.3","21.6","0.2","14.5","0.2","5.7","0.1","8.0","0.2","10.1","0.2","41019","222","55803","411","36161","200","21465","270","30637","182","38079","416","53938","651","70461","998","(X)","(X)","1547409","5236","21761","119","838556","4889","2.5","0.1","6.8","0.2","23.7","0.3","24.4","0.3","21.5","0.3","10.6","0.2","3.5","0.1","3.9","0.1","3.2","0.1","31585","125","38503","216","25536","128","13633","272","20311","186","26003","189","36458","337","46488","405","(X)","(X)"
"0400000US48","Texas","12657705","16850","27330","65","8005280","15498","2.6","0.1","6.3","0.1","18.4","0.1","17.5","0.1","19.8","0.1","13.0","0.1","5.1","0.1","7.8","0.1","9.6","0.1","(X)","(X)","52195","185","32413","79","18064","116","26102","97","33016","166","49462","170","62261","262","15.7","(X)","6860620","10059","32261","96","4729523","9638","2.1","0.1","4.8","0.1","16.4","0.2","16.2","0.1","18.6","0.1","13.7","0.1","5.7","0.1","9.4","0.1","13.1","0.1","42404","147","59675","248","38877","189","21936","122","31511","127","40867","174","61719","274","80453","482","(X)","(X)","5797085","11610","22120","56","3275757","11394","3.3","0.1","8.5","0.1","21.3","0.2","19.3","0.2","21.5","0.1","12.0","0.1","4.2","0.1","5.4","0.1","4.4","0.1","33390","145","41396","141","26619","78","12750","118","20713","112","27253","139","42236","154","51403","245","(X)","(X)"
"0400000US49","Utah","1409660","3245","26353","137","794769","4455","2.1","0.1","4.5","0.2","15.7","0.3","18.7","0.3","22.1","0.3","14.8","0.2","5.7","0.1","8.3","0.2","8.2","0.2","(X)","(X)","51484","368","33554","260","21026","412","27752","421","31595","229","42407","494","61876","660","12.7","(X)","776673","2007","35126","273","509476","2937","1.5","0.1","3.0","0.2","12.1","0.3","15.7","0.4","22.1","0.4","16.7","0.3","7.0","0.2","10.6","0.3","11.2","0.2","46355","380","58971","491","43041","351","25550","639","35759","449","41535","411","54011","919","72854","1167","(X)","(X)","632987","2629","18432","250","285293","3028","3.1","0.2","7.1","0.3","22.0","0.6","24.1","0.5","22.0","0.5","11.3","0.4","3.5","0.2","4.1","0.2","2.8","0.2","31943","207","38114","321","23798","325","15770","490","20405","358","22739","511","30574","509","48858","901","(X)","(X)"
"0400000US50","Vermont","380186","1651","27320","241","209519","1973","2.4","0.2","3.3","0.2","14.1","0.4","21.0","0.5","24.7","0.6","15.3","0.4","5.5","0.3","6.9","0.4","6.9","0.3","(X)","(X)","49868","555","32571","316","20605","703","27275","339","31684","419","39855","794","51010","770","13.3","(X)","196485","940","32183","339","120002","1257","2.1","0.2","2.8","0.3","10.8","0.5","18.7","0.7","25.2","0.7","16.5","0.5","6.1","0.4","8.4","0.5","9.5","0.5","43398","493","55914","873","38550","446","23996","1118","32715","566","38587","1096","49189","1455","61568","1481","(X)","(X)","183701","1174","22937","410","89517","1383","2.7","0.3","4.0","0.4","18.5","0.8","24.1","0.8","24.0","0.8","13.6","0.6","4.8","0.4","4.9","0.4","3.4","0.3","35373","462","41762","508","27462","416","14890","1715","21804","420","27085","549","33434","911","42917","1270","(X)","(X)"
"0400000US51","Virginia","4445798","8987","33027","157","2837305","8718","1.7","0.1","3.4","0.1","13.2","0.2","16.3","0.2","20.4","0.2","14.2","0.1","6.2","0.1","10.1","0.1","14.6","0.2","(X)","(X)","61085","295","39409","177","21001","215","29064","247","36137","186","53522","320","75613","555","14.9","(X)","2327034","5688","40128","181","1629604","6045","1.3","0.1","2.6","0.1","10.6","0.2","14.3","0.2","19.3","0.2","14.6","0.2","6.7","0.2","11.4","0.2","19.1","0.2","51245","227","69455","443","46811","288","25567","291","34904","323","44082","310","68334","815","96448","856","(X)","(X)","2118764","5474","26948","124","1207701","5534","2.2","0.1","4.5","0.1","16.7","0.3","19.0","0.2","21.7","0.2","13.5","0.2","5.5","0.1","8.3","0.2","8.5","0.2","39598","194","49791","200","31834","117","15914","255","22577","244","30168","182","43371","311","57654","767","(X)","(X)"
"0400000US53","Washington","3632236","7277","31880","112","2076486","8077","1.7","0.1","3.0","0.1","12.2","0.2","15.7","0.2","21.5","0.2","16.1","0.2","7.1","0.1","10.9","0.2","11.7","0.1","(X)","(X)","59017","265","37830","212","20481","265","30498","178","35839","187","51102","301","63216","567","11.7","(X)","1944287","4613","39886","286","1244189","5905","1.4","0.1","2.3","0.1","9.8","0.2","13.1","0.2","19.8","0.3","17.0","0.2","8.0","0.2","13.1","0.2","15.6","0.2","52291","207","66815","381","46333","309","24568","569","37224","315","44240","349","63325","647","78872","1090","(X)","(X)","1687949","4437","25223","146","832297","5206","2.2","0.1","4.1","0.2","15.8","0.3","19.7","0.3","24.1","0.4","14.7","0.3","5.9","0.1","7.6","0.2","6.0","0.2","39428","220","47359","268","30192","158","15424","305","22910","347","28740","358","39980","449","51779","501","(X)","(X)"
"0400000US54","West Virginia","879795","3773","24807","272","528396","4025","2.9","0.2","6.9","0.3","20.1","0.4","19.9","0.4","20.0","0.4","13.2","0.3","5.3","0.2","6.6","0.3","5.1","0.2","(X)","(X)","44457","380","29053","303","17689","658","24868","355","28597","540","40128","640","50354","704","13.6","(X)","468743","2619","31189","267","307175","2887","2.2","0.2","4.9","0.3","14.7","0.5","18.3","0.5","20.4","0.6","15.9","0.4","7.1","0.3","9.1","0.4","7.3","0.3","41497","317","51598","563","35776","332","22444","670","31981","337","37340","685","49183","1399","62662","1889","(X)","(X)","411052","2245","19586","281","221221","2390","3.9","0.3","9.6","0.4","27.5","0.7","22.1","0.5","19.5","0.5","9.5","0.3","2.7","0.2","3.1","0.3","2.1","0.2","28380","353","34542","379","22343","200","11509","431","17981","340","22972","412","34000","759","44757","650","(X)","(X)"
"0400000US55","Wisconsin","3255418","6099","29115","164","1886882","5899","2.2","0.1","3.5","0.1","13.9","0.2","19.8","0.2","24.4","0.2","15.9","0.2","5.8","0.1","7.6","0.1","6.8","0.1","(X)","(X)","50829","248","34080","157","20493","343","28392","221","33081","206","45248","274","58634","627","13.4","(X)","1695981","3905","35601","188","1092538","4416","2.0","0.1","2.7","0.1","10.1","0.2","16.1","0.2","24.6","0.2","18.2","0.2","7.0","0.1","9.7","0.2","9.5","0.2","45920","193","58099","364","41367","173","24981","564","35073","237","41741","209","54989","460","70979","712","(X)","(X)","1559437","3694","23208","148","794344","4328","2.5","0.1","4.7","0.2","19.2","0.3","24.9","0.3","24.0","0.3","12.7","0.2","4.2","0.1","4.7","0.1","3.1","0.1","34367","159","40829","222","27472","137","15306","347","22095","166","26915","170","37418","302","51273","431","(X)","(X)"
"0400000US56","Wyoming","326740","1568","28296","520","196504","2044","2.9","0.3","4.2","0.4","15.8","0.6","18.2","0.7","21.0","0.7","15.7","0.6","7.2","0.5","8.8","0.4","6.3","0.3","(X)","(X)","49760","776","33734","578","20353","1710","30108","693","31871","532","43306","1319","54353","1476","12.4","(X)","177594","1039","37945","681","119821","1452","2.3","0.3","2.8","0.4","10.5","0.7","14.9","0.8","20.8","0.8","18.3","0.8","9.5","0.7","12.1","0.6","8.9","0.5","49027","657","57278","1071","44408","709","26923","2025","39900","1097","45700","972","51390","1114","61152","1843","(X)","(X)","149146","1117","21091","366","76683","1431","3.9","0.5","6.3","0.6","23.9","1.0","23.3","1.2","21.4","1.1","11.6","0.9","3.6","0.5","3.7","0.5","2.3","0.3","31264","451","38013","832","24753","488","11795","1013","20918","639","23474","670","35629","1419","50241","1589","(X)","(X)"
"0400000US72","Puerto Rico","1301501","5787","15426","86","798707","5204","5.9","0.2","22.4","0.3","31.8","0.3","17.9","0.3","10.6","0.2","4.7","0.2","1.7","0.1","2.5","0.1","2.4","0.1","(X)","(X)","29049","255","17011","86","10505","149","13555","125","16826","128","25658","218","36708","410","11.3","(X)","707700","3242","15393","130","446021","3203","6.5","0.3","22.9","0.4","29.4","0.4","16.4","0.3","10.9","0.3","5.4","0.2","2.0","0.1","3.1","0.2","3.3","0.2","21070","191","31136","396","17026","121","10941","147","14535","166","19041","313","30532","335","46575","1648","(X)","(X)","593801","4017","15465","122","352686","3258","5.2","0.3","21.9","0.4","34.7","0.4","19.9","0.4","10.2","0.3","3.8","0.2","1.3","0.1","1.7","0.1","1.3","0.1","20972","151","26409","250","16993","124","9001","393","11967","180","15247","175","23507","260","32602","577","(X)","(X)"
